OID_,States,AverageAnnualTemperature,Year_Converted
1428,Delhi,25.3199997,01-01-2008 00:00:00
1429,Delhi,26.0799999,01-01-2009 00:00:00
1430,Delhi,26.1000004,01-01-2010 00:00:00
1431,Delhi,25.4899998,01-01-2011 00:00:00
1432,Delhi,25.3199997,01-01-2012 00:00:00
1433,Delhi,25.3099995,01-01-2013 00:00:00
1434,Delhi,25.2099991,01-01-2014 00:00:00
1435,Delhi,25.5100002,01-01-2015 00:00:00
1436,Delhi,26.4500008,01-01-2016 00:00:00
1437,Delhi,26.0699997,01-01-2017 00:00:00
1438,Delhi,26.0300007,01-01-2018 00:00:00
1439,Delhi,25.2800007,01-01-2019 00:00:00
1440,Delhi,25.3099995,01-01-2020 00:00:00
1441,Goa,26.2600002,01-01-1901 00:00:00
1442,Goa,26.6399994,01-01-1902 00:00:00
1443,Goa,25.9599991,01-01-1903 00:00:00
1444,Goa,26.0699997,01-01-1904 00:00:00
1445,Goa,26.1299992,01-01-1905 00:00:00
1446,Goa,26.2800007,01-01-1906 00:00:00
1447,Goa,26.1800003,01-01-1907 00:00:00
1448,Goa,26.0200005,01-01-1908 00:00:00
1449,Goa,26.1599998,01-01-1909 00:00:00
1450,Goa,25.9599991,01-01-1910 00:00:00
1451,Goa,26.4300003,01-01-1911 00:00:00
1452,Goa,26.5799999,01-01-1912 00:00:00
1453,Goa,26.3299999,01-01-1913 00:00:00
1454,Goa,26.3600006,01-01-1914 00:00:00
1455,Goa,26.5100002,01-01-1915 00:00:00
1456,Goa,26.2500000,01-01-1916 00:00:00
1457,Goa,25.7299995,01-01-1917 00:00:00
1458,Goa,26.3099995,01-01-1918 00:00:00
1459,Goa,26.4599991,01-01-1919 00:00:00
1460,Goa,26.5300007,01-01-1920 00:00:00
1461,Goa,26.3999996,01-01-1921 00:00:00
1462,Goa,26.2199993,01-01-1922 00:00:00
1463,Goa,26.2999992,01-01-1923 00:00:00
1464,Goa,26.5699997,01-01-1924 00:00:00
1465,Goa,26.3299999,01-01-1925 00:00:00
1466,Goa,26.6499996,01-01-1926 00:00:00
1467,Goa,26.4500008,01-01-1927 00:00:00
1468,Goa,26.5599995,01-01-1928 00:00:00
1469,Goa,26.6000004,01-01-1929 00:00:00
1470,Goa,26.3899994,01-01-1930 00:00:00
1471,Goa,26.6100006,01-01-1931 00:00:00
1472,Goa,26.3500004,01-01-1932 00:00:00
1473,Goa,26.1499996,01-01-1933 00:00:00
1474,Goa,26.1200008,01-01-1934 00:00:00
1475,Goa,26.2399998,01-01-1935 00:00:00
1476,Goa,26.3799992,01-01-1936 00:00:00
1477,Goa,26.2500000,01-01-1937 00:00:00
1478,Goa,26.1800003,01-01-1938 00:00:00
1479,Goa,26.2700005,01-01-1939 00:00:00
1480,Goa,26.2700005,01-01-1940 00:00:00
1481,Goa,27.0799999,01-01-1941 00:00:00
1482,Goa,26.5699997,01-01-1942 00:00:00
1483,Goa,26.0699997,01-01-1943 00:00:00
1484,Goa,26.3500004,01-01-1944 00:00:00
1485,Goa,26.1499996,01-01-1945 00:00:00
1486,Goa,26.3999996,01-01-1946 00:00:00
1487,Goa,26.4599991,01-01-1947 00:00:00
1488,Goa,26.6299992,01-01-1948 00:00:00
1489,Goa,26.2600002,01-01-1949 00:00:00
1490,Goa,26.1499996,01-01-1950 00:00:00
1491,Goa,26.4500008,01-01-1951 00:00:00
1492,Goa,26.5799999,01-01-1952 00:00:00
1493,Goa,26.6599998,01-01-1953 00:00:00
1494,Goa,26.2600002,01-01-1954 00:00:00
1495,Goa,26.2199993,01-01-1955 00:00:00
1496,Goa,26.0900002,01-01-1956 00:00:00
1497,Goa,26.4400005,01-01-1957 00:00:00
1498,Goa,26.8400002,01-01-1958 00:00:00
1499,Goa,26.6700001,01-01-1959 00:00:00
1500,Goa,26.5699997,01-01-1960 00:00:00
1501,Goa,26.3099995,01-01-1961 00:00:00
1502,Goa,26.2099991,01-01-1962 00:00:00
1503,Goa,26.3700008,01-01-1963 00:00:00
1504,Goa,26.2000008,01-01-1964 00:00:00
1505,Goa,26.4899998,01-01-1965 00:00:00
1506,Goa,26.7000008,01-01-1966 00:00:00
1507,Goa,26.4200001,01-01-1967 00:00:00
1508,Goa,26.2900009,01-01-1968 00:00:00
1509,Goa,26.7800007,01-01-1969 00:00:00
1510,Goa,26.2099991,01-01-1970 00:00:00
1511,Goa,26.0699997,01-01-1971 00:00:00
1512,Goa,26.7000008,01-01-1972 00:00:00
1513,Goa,26.6700001,01-01-1973 00:00:00
1514,Goa,26.2900009,01-01-1974 00:00:00
1515,Goa,25.9899998,01-01-1975 00:00:00
1516,Goa,26.4799995,01-01-1976 00:00:00
1517,Goa,26.7199993,01-01-1977 00:00:00
1518,Goa,26.5100002,01-01-1978 00:00:00
1519,Goa,26.9099998,01-01-1979 00:00:00
1520,Goa,26.8999996,01-01-1980 00:00:00
1521,Goa,26.5799999,01-01-1981 00:00:00
1522,Goa,26.8500004,01-01-1982 00:00:00
1523,Goa,26.6200008,01-01-1983 00:00:00
1524,Goa,26.6200008,01-01-1984 00:00:00
1525,Goa,26.7000008,01-01-1985 00:00:00
1526,Goa,26.9099998,01-01-1986 00:00:00
1527,Goa,27.1000004,01-01-1987 00:00:00
1528,Goa,26.8500004,01-01-1988 00:00:00
1529,Goa,26.4599991,01-01-1989 00:00:00
1530,Goa,26.5200005,01-01-1990 00:00:00
1531,Goa,26.6599998,01-01-1991 00:00:00
1532,Goa,26.6200008,01-01-1992 00:00:00
1533,Goa,26.6900005,01-01-1993 00:00:00
1534,Goa,26.5499992,01-01-1994 00:00:00
1535,Goa,26.7199993,01-01-1995 00:00:00
1536,Goa,26.7999992,01-01-1996 00:00:00
1537,Goa,26.8199997,01-01-1997 00:00:00
1538,Goa,27.2600002,01-01-1998 00:00:00
1539,Goa,26.6299992,01-01-1999 00:00:00
1540,Goa,26.6599998,01-01-2000 00:00:00
1541,Goa,26.9899998,01-01-2001 00:00:00
1542,Goa,27.1800003,01-01-2002 00:00:00
1543,Goa,27.1800003,01-01-2003 00:00:00
1544,Goa,26.8799992,01-01-2004 00:00:00
1545,Goa,26.7399998,01-01-2005 00:00:00
1546,Goa,27.0300007,01-01-2006 00:00:00
1547,Goa,27.1100006,01-01-2007 00:00:00
1548,Goa,26.8600006,01-01-2008 00:00:00
1549,Goa,27.3899994,01-01-2009 00:00:00
1550,Goa,27.3500004,01-01-2010 00:00:00
1551,Goa,26.9400005,01-01-2011 00:00:00
1552,Goa,27.1399994,01-01-2012 00:00:00
1553,Goa,26.9599991,01-01-2013 00:00:00
1554,Goa,27.2199993,01-01-2014 00:00:00
1555,Goa,27.3299999,01-01-2015 00:00:00
1556,Goa,27.2500000,01-01-2016 00:00:00
1557,Goa,27.3899994,01-01-2017 00:00:00
1558,Goa,27.2700005,01-01-2018 00:00:00
1559,Goa,27.3899994,01-01-2019 00:00:00
1560,Goa,27.2800007,01-01-2020 00:00:00
1561,Gujarat,26.6599998,01-01-1901 00:00:00
1562,Gujarat,27.1900005,01-01-1902 00:00:00
1563,Gujarat,26.2000008,01-01-1903 00:00:00
1564,Gujarat,26.5900002,01-01-1904 00:00:00
1565,Gujarat,26.2500000,01-01-1905 00:00:00
1566,Gujarat,26.3099995,01-01-1906 00:00:00
1567,Gujarat,26.4200001,01-01-1907 00:00:00
1568,Gujarat,26.1000004,01-01-1908 00:00:00
1569,Gujarat,26.0900002,01-01-1909 00:00:00
1570,Gujarat,26.0499992,01-01-1910 00:00:00
1571,Gujarat,26.5200005,01-01-1911 00:00:00
1572,Gujarat,26.8400002,01-01-1912 00:00:00
1573,Gujarat,26.4099998,01-01-1913 00:00:00
1574,Gujarat,26.6299992,01-01-1914 00:00:00
1575,Gujarat,26.8899994,01-01-1915 00:00:00
1576,Gujarat,26.5400009,01-01-1916 00:00:00
1577,Gujarat,25.9300003,01-01-1917 00:00:00
1578,Gujarat,26.5300007,01-01-1918 00:00:00
1579,Gujarat,26.4799995,01-01-1919 00:00:00
1580,Gujarat,26.6900005,01-01-1920 00:00:00
1581,Gujarat,27.0000000,01-01-1921 00:00:00
1582,Gujarat,26.6100006,01-01-1922 00:00:00
1583,Gujarat,26.5000000,01-01-1923 00:00:00
1584,Gujarat,26.7700005,01-01-1924 00:00:00
1585,Gujarat,26.7099991,01-01-1925 00:00:00
1586,Gujarat,26.6700001,01-01-1926 00:00:00
1587,Gujarat,26.1499996,01-01-1927 00:00:00
1588,Gujarat,26.6000004,01-01-1928 00:00:00
1589,Gujarat,26.6499996,01-01-1929 00:00:00
1590,Gujarat,26.5100002,01-01-1930 00:00:00
1591,Gujarat,26.8700008,01-01-1931 00:00:00
1592,Gujarat,26.8099995,01-01-1932 00:00:00
1593,Gujarat,26.4699993,01-01-1933 00:00:00
1594,Gujarat,26.4099998,01-01-1934 00:00:00
1595,Gujarat,26.3099995,01-01-1935 00:00:00
1596,Gujarat,26.5499992,01-01-1936 00:00:00
1597,Gujarat,26.3299999,01-01-1937 00:00:00
1598,Gujarat,26.4599991,01-01-1938 00:00:00
1599,Gujarat,26.6200008,01-01-1939 00:00:00
1600,Gujarat,26.6700001,01-01-1940 00:00:00
1601,Gujarat,27.2800007,01-01-1941 00:00:00
1602,Gujarat,26.7099991,01-01-1942 00:00:00
1603,Gujarat,26.6000004,01-01-1943 00:00:00
1604,Gujarat,26.5699997,01-01-1944 00:00:00
1605,Gujarat,26.1000004,01-01-1945 00:00:00
1606,Gujarat,26.6499996,01-01-1946 00:00:00
1607,Gujarat,26.7399998,01-01-1947 00:00:00
1608,Gujarat,26.9099998,01-01-1948 00:00:00
1609,Gujarat,26.8799992,01-01-1949 00:00:00
1610,Gujarat,26.1499996,01-01-1950 00:00:00
1611,Gujarat,26.8099995,01-01-1951 00:00:00
1612,Gujarat,26.7999992,01-01-1952 00:00:00
1613,Gujarat,27.0799999,01-01-1953 00:00:00
1614,Gujarat,26.7000008,01-01-1954 00:00:00
1615,Gujarat,26.6800003,01-01-1955 00:00:00
1616,Gujarat,26.3199997,01-01-1956 00:00:00
1617,Gujarat,26.4500008,01-01-1957 00:00:00
1618,Gujarat,27.1700001,01-01-1958 00:00:00
1619,Gujarat,26.7000008,01-01-1959 00:00:00
1620,Gujarat,26.6499996,01-01-1960 00:00:00
1621,Gujarat,26.2900009,01-01-1961 00:00:00
1622,Gujarat,26.5100002,01-01-1962 00:00:00
1623,Gujarat,26.9300003,01-01-1963 00:00:00
1624,Gujarat,26.3400002,01-01-1964 00:00:00
1625,Gujarat,26.7800007,01-01-1965 00:00:00
1626,Gujarat,26.9300003,01-01-1966 00:00:00
1627,Gujarat,26.5200005,01-01-1967 00:00:00
1628,Gujarat,26.4799995,01-01-1968 00:00:00
1629,Gujarat,27.1900005,01-01-1969 00:00:00
1630,Gujarat,26.5900002,01-01-1970 00:00:00
1631,Gujarat,26.3500004,01-01-1971 00:00:00
1632,Gujarat,26.6499996,01-01-1972 00:00:00
1633,Gujarat,26.6000004,01-01-1973 00:00:00
1634,Gujarat,26.8099995,01-01-1974 00:00:00
1635,Gujarat,26.2500000,01-01-1975 00:00:00
1636,Gujarat,26.7600002,01-01-1976 00:00:00
1637,Gujarat,27.2000008,01-01-1977 00:00:00
1638,Gujarat,26.6900005,01-01-1978 00:00:00
1639,Gujarat,26.9099998,01-01-1979 00:00:00
1640,Gujarat,27.0000000,01-01-1980 00:00:00
1641,Gujarat,26.7800007,01-01-1981 00:00:00
1642,Gujarat,26.7900009,01-01-1982 00:00:00
1643,Gujarat,26.2999992,01-01-1983 00:00:00
1644,Gujarat,26.4300003,01-01-1984 00:00:00
1645,Gujarat,26.8400002,01-01-1985 00:00:00
1646,Gujarat,26.8299999,01-01-1986 00:00:00
1647,Gujarat,27.5499992,01-01-1987 00:00:00
1648,Gujarat,27.4099998,01-01-1988 00:00:00
1649,Gujarat,26.6700001,01-01-1989 00:00:00
1650,Gujarat,26.6900005,01-01-1990 00:00:00
1651,Gujarat,26.6700001,01-01-1991 00:00:00
1652,Gujarat,26.7600002,01-01-1992 00:00:00
1653,Gujarat,27.3700008,01-01-1993 00:00:00
1654,Gujarat,26.8799992,01-01-1994 00:00:00
1655,Gujarat,27.1599998,01-01-1995 00:00:00
1656,Gujarat,27.0599995,01-01-1996 00:00:00
1657,Gujarat,26.5699997,01-01-1997 00:00:00
1658,Gujarat,27.4500008,01-01-1998 00:00:00
1659,Gujarat,27.1700001,01-01-1999 00:00:00
1660,Gujarat,27.2299995,01-01-2000 00:00:00
1661,Gujarat,27.1499996,01-01-2001 00:00:00
1662,Gujarat,27.4799995,01-01-2002 00:00:00
1663,Gujarat,27.2900009,01-01-2003 00:00:00
1664,Gujarat,27.5799999,01-01-2004 00:00:00
1665,Gujarat,26.8500004,01-01-2005 00:00:00
1666,Gujarat,27.2999992,01-01-2006 00:00:00
1667,Gujarat,27.5400009,01-01-2007 00:00:00
1668,Gujarat,26.9799995,01-01-2008 00:00:00
1669,Gujarat,27.9599991,01-01-2009 00:00:00
1670,Gujarat,27.7900009,01-01-2010 00:00:00
1671,Gujarat,27.2299995,01-01-2011 00:00:00
1672,Gujarat,27.0000000,01-01-2012 00:00:00
1673,Gujarat,27.0000000,01-01-2013 00:00:00
1674,Gujarat,27.2800007,01-01-2014 00:00:00
1675,Gujarat,27.6200008,01-01-2015 00:00:00
1676,Gujarat,27.6100006,01-01-2016 00:00:00
1677,Gujarat,27.5599995,01-01-2017 00:00:00
1678,Gujarat,27.7399998,01-01-2018 00:00:00
1679,Gujarat,27.4099998,01-01-2019 00:00:00
1680,Gujarat,27.4400005,01-01-2020 00:00:00
1681,Haryana,25.0900002,01-01-1901 00:00:00
1682,Haryana,25.3400002,01-01-1902 00:00:00
1683,Haryana,24.6800003,01-01-1903 00:00:00
1684,Haryana,24.7700005,01-01-1904 00:00:00
1685,Haryana,24.4300003,01-01-1905 00:00:00
1686,Haryana,24.6900005,01-01-1906 00:00:00
1687,Haryana,24.4799995,01-01-1907 00:00:00
1688,Haryana,24.6200008,01-01-1908 00:00:00
1689,Haryana,24.2199993,01-01-1909 00:00:00
1690,Haryana,24.3400002,01-01-1910 00:00:00
1691,Haryana,24.7399998,01-01-1911 00:00:00
1692,Haryana,24.7399998,01-01-1912 00:00:00
1693,Haryana,24.3999996,01-01-1913 00:00:00
1694,Haryana,24.6000004,01-01-1914 00:00:00
1695,Haryana,25.1900005,01-01-1915 00:00:00
1696,Haryana,24.7199993,01-01-1916 00:00:00
1697,Haryana,23.7000008,01-01-1917 00:00:00
1698,Haryana,24.7000008,01-01-1918 00:00:00
1699,Haryana,24.3400002,01-01-1919 00:00:00
1700,Haryana,24.5000000,01-01-1920 00:00:00
1701,Haryana,25.4400005,01-01-1921 00:00:00
1702,Haryana,24.8700008,01-01-1922 00:00:00
1703,Haryana,24.7000008,01-01-1923 00:00:00
1704,Haryana,24.6900005,01-01-1924 00:00:00
1705,Haryana,24.4899998,01-01-1925 00:00:00
1706,Haryana,24.2199993,01-01-1926 00:00:00
1707,Haryana,24.1800003,01-01-1927 00:00:00
1708,Haryana,25.0300007,01-01-1928 00:00:00
1709,Haryana,24.7700005,01-01-1929 00:00:00
1710,Haryana,24.4799995,01-01-1930 00:00:00
1711,Haryana,24.8799992,01-01-1931 00:00:00
1712,Haryana,25.0799999,01-01-1932 00:00:00
1713,Haryana,24.1599998,01-01-1933 00:00:00
1714,Haryana,24.6399994,01-01-1934 00:00:00
1715,Haryana,24.3700008,01-01-1935 00:00:00
1716,Haryana,24.4599991,01-01-1936 00:00:00
1717,Haryana,24.3700008,01-01-1937 00:00:00
1718,Haryana,24.9099998,01-01-1938 00:00:00
1719,Haryana,24.7800007,01-01-1939 00:00:00
1720,Haryana,24.7999992,01-01-1940 00:00:00
1721,Haryana,25.8199997,01-01-1941 00:00:00
1722,Haryana,25.0000000,01-01-1942 00:00:00
1723,Haryana,24.9699993,01-01-1943 00:00:00
1724,Haryana,24.6399994,01-01-1944 00:00:00
1725,Haryana,24.3400002,01-01-1945 00:00:00
1726,Haryana,25.3199997,01-01-1946 00:00:00
1727,Haryana,25.3799992,01-01-1947 00:00:00
1728,Haryana,24.9699993,01-01-1948 00:00:00
1729,Haryana,25.1200008,01-01-1949 00:00:00
1730,Haryana,24.1100006,01-01-1950 00:00:00
1731,Haryana,25.0000000,01-01-1951 00:00:00
1732,Haryana,25.1800003,01-01-1952 00:00:00
1733,Haryana,25.6000004,01-01-1953 00:00:00
1734,Haryana,25.0699997,01-01-1954 00:00:00
1735,Haryana,24.6100006,01-01-1955 00:00:00
1736,Haryana,24.7000008,01-01-1956 00:00:00
1737,Haryana,24.1299992,01-01-1957 00:00:00
1738,Haryana,25.2999992,01-01-1958 00:00:00
1739,Haryana,24.8700008,01-01-1959 00:00:00
1740,Haryana,24.8400002,01-01-1960 00:00:00
1741,Haryana,24.2700005,01-01-1961 00:00:00
1742,Haryana,24.6800003,01-01-1962 00:00:00
1743,Haryana,24.9500008,01-01-1963 00:00:00
1744,Haryana,24.4099998,01-01-1964 00:00:00
1745,Haryana,24.6599998,01-01-1965 00:00:00
1746,Haryana,24.7999992,01-01-1966 00:00:00
1747,Haryana,24.4200001,01-01-1967 00:00:00
1748,Haryana,24.4599991,01-01-1968 00:00:00
1749,Haryana,25.2500000,01-01-1969 00:00:00
1750,Haryana,24.9500008,01-01-1970 00:00:00
1751,Haryana,24.4799995,01-01-1971 00:00:00
1752,Haryana,24.7600002,01-01-1972 00:00:00
1753,Haryana,24.8400002,01-01-1973 00:00:00
1754,Haryana,24.7399998,01-01-1974 00:00:00
1755,Haryana,24.1800003,01-01-1975 00:00:00
1756,Haryana,24.4400005,01-01-1976 00:00:00
1757,Haryana,24.7900009,01-01-1977 00:00:00
1758,Haryana,24.6000004,01-01-1978 00:00:00
1759,Haryana,24.8199997,01-01-1979 00:00:00
1760,Haryana,25.2199993,01-01-1980 00:00:00
1761,Haryana,24.8099995,01-01-1981 00:00:00
1762,Haryana,24.3400002,01-01-1982 00:00:00
1763,Haryana,23.9300003,01-01-1983 00:00:00
1764,Haryana,24.6800003,01-01-1984 00:00:00
1765,Haryana,25.0300007,01-01-1985 00:00:00
1766,Haryana,24.3099995,01-01-1986 00:00:00
1767,Haryana,25.2399998,01-01-1987 00:00:00
1768,Haryana,25.2900009,01-01-1988 00:00:00
1769,Haryana,24.2600002,01-01-1989 00:00:00
1770,Haryana,24.7099991,01-01-1990 00:00:00
1771,Haryana,24.6299992,01-01-1991 00:00:00
1772,Haryana,24.4799995,01-01-1992 00:00:00
1773,Haryana,24.9899998,01-01-1993 00:00:00
1774,Haryana,24.9300003,01-01-1994 00:00:00
1775,Haryana,24.7900009,01-01-1995 00:00:00
1776,Haryana,24.8199997,01-01-1996 00:00:00
1777,Haryana,23.7399998,01-01-1997 00:00:00
1778,Haryana,24.8899994,01-01-1998 00:00:00
1779,Haryana,25.4400005,01-01-1999 00:00:00
1780,Haryana,25.2900009,01-01-2000 00:00:00
1781,Haryana,25.2800007,01-01-2001 00:00:00
1782,Haryana,25.6299992,01-01-2002 00:00:00
1783,Haryana,24.8299999,01-01-2003 00:00:00
1784,Haryana,25.5900002,01-01-2004 00:00:00
1785,Haryana,24.7999992,01-01-2005 00:00:00
1786,Haryana,25.4699993,01-01-2006 00:00:00
1787,Haryana,25.4300003,01-01-2007 00:00:00
1788,Haryana,25.1200008,01-01-2008 00:00:00
1789,Haryana,25.8099995,01-01-2009 00:00:00
1790,Haryana,25.8899994,01-01-2010 00:00:00
1791,Haryana,25.2700005,01-01-2011 00:00:00
1792,Haryana,25.0900002,01-01-2012 00:00:00
1793,Haryana,25.2000008,01-01-2013 00:00:00
1794,Haryana,25.0100002,01-01-2014 00:00:00
1795,Haryana,25.2399998,01-01-2015 00:00:00
1796,Haryana,26.1700001,01-01-2016 00:00:00
1797,Haryana,25.8400002,01-01-2017 00:00:00
1798,Haryana,25.8400002,01-01-2018 00:00:00
1799,Haryana,25.0599995,01-01-2019 00:00:00
1800,Haryana,25.0900002,01-01-2020 00:00:00
1801,Himachal Pradesh,9.8000002,01-01-1901 00:00:00
1802,Himachal Pradesh,10.0100002,01-01-1902 00:00:00
1803,Himachal Pradesh,9.3999996,01-01-1903 00:00:00
1804,Himachal Pradesh,9.5699997,01-01-1904 00:00:00
1805,Himachal Pradesh,9.0299997,01-01-1905 00:00:00
1806,Himachal Pradesh,9.5200005,01-01-1906 00:00:00
1807,Himachal Pradesh,9.2500000,01-01-1907 00:00:00
1808,Himachal Pradesh,9.5299997,01-01-1908 00:00:00
1809,Himachal Pradesh,9.1400003,01-01-1909 00:00:00
1810,Himachal Pradesh,9.1899996,01-01-1910 00:00:00
1811,Himachal Pradesh,9.5000000,01-01-1911 00:00:00
1812,Himachal Pradesh,9.5100002,01-01-1912 00:00:00
1813,Himachal Pradesh,9.1199999,01-01-1913 00:00:00
1814,Himachal Pradesh,9.3999996,01-01-1914 00:00:00
1815,Himachal Pradesh,10.0000000,01-01-1915 00:00:00
1816,Himachal Pradesh,9.6700001,01-01-1916 00:00:00
1817,Himachal Pradesh,8.7399998,01-01-1917 00:00:00
1818,Himachal Pradesh,9.4300003,01-01-1918 00:00:00
1819,Himachal Pradesh,9.1000004,01-01-1919 00:00:00
1820,Himachal Pradesh,9.1499996,01-01-1920 00:00:00
1821,Himachal Pradesh,10.0699997,01-01-1921 00:00:00
1822,Himachal Pradesh,9.7200003,01-01-1922 00:00:00
1823,Himachal Pradesh,9.4700003,01-01-1923 00:00:00
1824,Himachal Pradesh,9.4499998,01-01-1924 00:00:00
1825,Himachal Pradesh,9.3000002,01-01-1925 00:00:00
1826,Himachal Pradesh,9.0699997,01-01-1926 00:00:00
1827,Himachal Pradesh,9.1000004,01-01-1927 00:00:00
1828,Himachal Pradesh,9.9099998,01-01-1928 00:00:00
1829,Himachal Pradesh,9.6000004,01-01-1929 00:00:00
1830,Himachal Pradesh,9.2500000,01-01-1930 00:00:00
1831,Himachal Pradesh,9.7900000,01-01-1931 00:00:00
1832,Himachal Pradesh,9.9600000,01-01-1932 00:00:00
1833,Himachal Pradesh,9.1300001,01-01-1933 00:00:00
1834,Himachal Pradesh,9.6300001,01-01-1934 00:00:00
1835,Himachal Pradesh,9.1499996,01-01-1935 00:00:00
1836,Himachal Pradesh,9.3199997,01-01-1936 00:00:00
1837,Himachal Pradesh,9.2200003,01-01-1937 00:00:00
1838,Himachal Pradesh,9.5600004,01-01-1938 00:00:00
1839,Himachal Pradesh,9.5100002,01-01-1939 00:00:00
1840,Himachal Pradesh,9.5900002,01-01-1940 00:00:00
1841,Himachal Pradesh,10.6700001,01-01-1941 00:00:00
1842,Himachal Pradesh,9.8400002,01-01-1942 00:00:00
1843,Himachal Pradesh,9.7900000,01-01-1943 00:00:00
1844,Himachal Pradesh,9.5000000,01-01-1944 00:00:00
1845,Himachal Pradesh,9.2799997,01-01-1945 00:00:00
1846,Himachal Pradesh,10.3299999,01-01-1946 00:00:00
1847,Himachal Pradesh,10.1899996,01-01-1947 00:00:00
1848,Himachal Pradesh,9.5900002,01-01-1948 00:00:00
1849,Himachal Pradesh,9.8500004,01-01-1949 00:00:00
1850,Himachal Pradesh,8.9499998,01-01-1950 00:00:00
1851,Himachal Pradesh,9.7299995,01-01-1951 00:00:00
1852,Himachal Pradesh,9.9799995,01-01-1952 00:00:00
1853,Himachal Pradesh,10.4099998,01-01-1953 00:00:00
1854,Himachal Pradesh,9.7299995,01-01-1954 00:00:00
1855,Himachal Pradesh,9.5299997,01-01-1955 00:00:00
1856,Himachal Pradesh,9.6999998,01-01-1956 00:00:00
1857,Himachal Pradesh,8.9499998,01-01-1957 00:00:00
1858,Himachal Pradesh,10.1700001,01-01-1958 00:00:00
1859,Himachal Pradesh,9.7799997,01-01-1959 00:00:00
1860,Himachal Pradesh,9.7799997,01-01-1960 00:00:00
1861,Himachal Pradesh,9.5000000,01-01-1961 00:00:00
1862,Himachal Pradesh,9.7500000,01-01-1962 00:00:00
1863,Himachal Pradesh,9.8500004,01-01-1963 00:00:00
1864,Himachal Pradesh,9.5200005,01-01-1964 00:00:00
1865,Himachal Pradesh,9.5400000,01-01-1965 00:00:00
1866,Himachal Pradesh,9.6000004,01-01-1966 00:00:00
1867,Himachal Pradesh,9.3400002,01-01-1967 00:00:00
1868,Himachal Pradesh,9.1599998,01-01-1968 00:00:00
1869,Himachal Pradesh,9.9899998,01-01-1969 00:00:00
1870,Himachal Pradesh,10.0299997,01-01-1970 00:00:00
1871,Himachal Pradesh,9.6999998,01-01-1971 00:00:00
1872,Himachal Pradesh,9.6000004,01-01-1972 00:00:00
1873,Himachal Pradesh,9.8299999,01-01-1973 00:00:00
1874,Himachal Pradesh,9.4399996,01-01-1974 00:00:00
1875,Himachal Pradesh,8.9499998,01-01-1975 00:00:00
1876,Himachal Pradesh,9.2700005,01-01-1976 00:00:00
1877,Himachal Pradesh,9.6899996,01-01-1977 00:00:00
1878,Himachal Pradesh,9.4399996,01-01-1978 00:00:00
1879,Himachal Pradesh,9.4700003,01-01-1979 00:00:00
1880,Himachal Pradesh,9.8999996,01-01-1980 00:00:00
1881,Himachal Pradesh,9.5100002,01-01-1981 00:00:00
1882,Himachal Pradesh,9.0699997,01-01-1982 00:00:00
1883,Himachal Pradesh,8.7299995,01-01-1983 00:00:00
1884,Himachal Pradesh,9.6700001,01-01-1984 00:00:00
1885,Himachal Pradesh,9.9099998,01-01-1985 00:00:00
1886,Himachal Pradesh,8.9600000,01-01-1986 00:00:00
1887,Himachal Pradesh,9.7600002,01-01-1987 00:00:00
1888,Himachal Pradesh,10.0200005,01-01-1988 00:00:00
1889,Himachal Pradesh,8.9499998,01-01-1989 00:00:00
1890,Himachal Pradesh,9.6599998,01-01-1990 00:00:00
1891,Himachal Pradesh,9.2799997,01-01-1991 00:00:00
1892,Himachal Pradesh,9.2700005,01-01-1992 00:00:00
1893,Himachal Pradesh,9.7700005,01-01-1993 00:00:00
1894,Himachal Pradesh,9.7799997,01-01-1994 00:00:00
1895,Himachal Pradesh,9.5000000,01-01-1995 00:00:00
1896,Himachal Pradesh,9.7200003,01-01-1996 00:00:00
1897,Himachal Pradesh,8.9200001,01-01-1997 00:00:00
1898,Himachal Pradesh,9.7900000,01-01-1998 00:00:00
1899,Himachal Pradesh,10.5299997,01-01-1999 00:00:00
1900,Himachal Pradesh,10.2600002,01-01-2000 00:00:00
1901,Himachal Pradesh,10.4200001,01-01-2001 00:00:00
1902,Himachal Pradesh,10.3299999,01-01-2002 00:00:00
1903,Himachal Pradesh,9.7900000,01-01-2003 00:00:00
1904,Himachal Pradesh,10.4899998,01-01-2004 00:00:00
1905,Himachal Pradesh,9.6899996,01-01-2005 00:00:00
1906,Himachal Pradesh,10.4399996,01-01-2006 00:00:00
1907,Himachal Pradesh,10.4099998,01-01-2007 00:00:00
1908,Himachal Pradesh,10.0699997,01-01-2008 00:00:00
1909,Himachal Pradesh,10.5600004,01-01-2009 00:00:00
1910,Himachal Pradesh,10.6599998,01-01-2010 00:00:00
1911,Himachal Pradesh,10.2299995,01-01-2011 00:00:00
1912,Himachal Pradesh,10.0299997,01-01-2012 00:00:00
1913,Himachal Pradesh,10.1999998,01-01-2013 00:00:00
1914,Himachal Pradesh,9.9099998,01-01-2014 00:00:00
1915,Himachal Pradesh,10.1700001,01-01-2015 00:00:00
1916,Himachal Pradesh,11.1800003,01-01-2016 00:00:00
1917,Himachal Pradesh,10.7799997,01-01-2017 00:00:00
1918,Himachal Pradesh,10.7399998,01-01-2018 00:00:00
1919,Himachal Pradesh,9.9499998,01-01-2019 00:00:00
1920,Himachal Pradesh,10.0699997,01-01-2020 00:00:00
1921,Jharkhand,24.5900002,01-01-1901 00:00:00
1922,Jharkhand,24.6599998,01-01-1902 00:00:00
